Name,Function,Indoor/Outdoors,Details,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Score,NumOfReviews,Latitude,Longitude,Image
투썸플레이스 장안점,카페,Indoor,서울 동대문구 장한로 73에 위치한 ATwosomePlace 커피전문점.,11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,3.4,20,37.5505389,127.072134,ATwosomePlaceJang-An.jpg
몽골 울란바타르 문화진흥원,문화센터,Indoor,"몰공울란바타르 문화진흥원은 낯설고 멀게만 느껴지는 몽골을 우리 사회에 부다 잘 소개하기 위해 한국과 몽골 양국의 수도인 서울시와 울란바타르시의 지원 하에 2001년 설립되었습니다. 설립 이후 매년 재한몽골인을 위한 나담 축제 행사를 개최하였으며, 몽골문화한마당, 몽골봉사단, 몽골어학당 등 다양한 교류활동을 통해 한국과 몽골을 잇는 가교 역할을 감당하고 있습니다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,Closed,Closed,3.5,4,37.5505389,127.072134,UlaanbaatarMongoliaCulturalInstitute.jpg
성수아트홀,공연예술 극장,Indoor,"성동문화재단은 다양한 문화자원을 보유한 성동구의 문화예술이 여러분과 함께 가장 가까운 곳에서 성동구민이 문화의 가치를 향유할 수 있는 토대를 마련하고자 설립되었습니다. 앞으로, 성동문화재단에서는 예술인들이 곳곳에서 문화 활동을 전개할 수 있도록 문화정책과 프로그램을 개발하고, 공연장, 도서관 등 관내 소재한 문화 시설을 더욱 효율적으로 활용하여 문화라는 매개체를 통하여 주민을 위해 다양한 문화 활동들을 활발히 펼쳐나갈 계획입니다. 나아가, 이처럼 귀한 문화와 예술을 성동구민 모두와 함께 나눔으로서, 문화가 다가가기 어렵고 고고한 예술이 아닌, 누구나 공평하게 향유할 수 있도록 하여 문화로 참여하고 문화로 소통하는 행복한 문화로 사람냄새가 물씬 나는 건강한 문화도시로 꽃피울 수 있도록 최선을 다해 노력하겠습니다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,96,37.5454017,127.0294472,SeongsuArtHall.jpg
홍대돈부리 건대점,음식점,Indoor,"홍대돈부리는 일본 가정식 덮밥 전문점이라는 사명을 가지고, 언제나 신선하고 맛있는 돈부리를 만들기 위해 노력하고 있습니다. 처음의 맛과 합리적인 가격을 유지하기 위해서, 수제로 직접 음식을 만들어 고객에게 제공해드리고 있습니다. 돈부리는 그 한 그릇으로 배가 불러야한다. 는 슬로건을 내새워 홍대돈부리를 방문하는 고객님들께 푸짐한 돈부리를 제공해 드리기 위해 노력하고 있습니다. 음식은 입으로먹지만 마음으로 간직하는 것이라고 생각합니다. 항상 초심을 잃지 않고, 최고의 맛과 서비스를 제공하기 위해 노력하겠습니다. 언제나 신선하고 맛있는 요리로 대접하겠습니다. 고객을 먼저 생각하는 홍대돈부리가 되겠습니다. 언제나 든든한 밥 한끼 대접한다는 마음을 가지고 정성스럽고 맛있게 보답하겠습니다. 최고는 아닐지라도 항상 최고가 될 수 있도록 최선을 다해 노력하는 홍대돈부리 가 되겠습니다.",11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,4,1,37.5505389,127.072134,HongdaeDonburiKonkukUniversity.jpg
비스트로 드 욘트빌 BISTROT de YOUNTVILLE (Restaurant français),프랑스 음식점,Indoor,"미국 욘트빌 지역의 미슐랭 3스타 레스토랑 ‘프렌치 론드리’ 에서 근무했던 타미 리 셰프가 오픈한 곳입니다. 타미 리 셰프는 미국 요리학교 CIA 출신이기도 하지요. 코스메뉴와 단품메뉴로 구성되어 있습니다. 코스메뉴는 아뮤즈 부쉬, 전채, 메인, 디저트에서 각각 하나씩 골라 주문할 수 있게 되어 있습니다. (점심 L.O 14:00, 저녁 L.O 21:00)",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,67,37.526034,127.0237136,BISTROTdeYOUNTVILLE.jpg
꼬메노,카페,Indoor,"아담하지만 다양한 디자인 조명을 구경할 수 있는 카페 꼬메노. 사장님의 센스있는 인테리어 덕에 식물과 루이스 폴센의 조명들의 조화가 아름다운 곳이다. 커피맛도 고소하고 깊은 맛이 있으며 다른 디저트들도 맛이 평균 이상이라 인기가 좋다. 밤 늦은 시간까지 운영하는데, 와인과 기본적인 칵테일도 판매하므로 밤 시간을 즐기기에도 좋은 곳. 휴무일이 유동적이라 확인 후 방문하는 것을 추천한다.",13AM-11:30PM,13AM-11:30PM,13AM-11:30PM,13AM-11:30PM,13AM-11:30PM,12AM-12PM,12AM-12PM,4.4,10,37.5505389,127.072134,Kkomeno.jpg
김종욱커피,카페,Indoor,서울 성동구 상원10길 성수동1가에 위치한 작은 카페.,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,4.4,44,37.5495606,127.0320031,KimJeong-wukCoffee.jpg
바곱창,술집,Indoor,풍부한 양의 양파와 마늘을 갈아 넣고 매실과 사과식초로 새콤달콤함을 더하며 100% 국내산 곱창과 고춧가루로 그 맛의 깊이를 더하는 Bar 곱창의 소스는 정직하고 건강한 맛을 추구한다. 연탄이 아닌 그릴에 구워낸 막창은 특유의 담백함과 바삭한 식감이 있으며 당귀를 삶아 끓여낸 야채곱창은 들기름에 볶아내어 고소하고 깔끔한 맛을 선사해 준다. 직접 구워서 나오기 때문에 옷에 냄새도 많이 안 나고 굽지 않아도 되니 편안하게 즐길 수 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,10,37.5504806,127.019475,Bagobchang.jpg
피에스타 2 스윙댄스 바 Fiesta 2 Swing Dance Bar,재즈바,Indoor,서울특별시 광진구 자양4동에 위치한 스윙댄스 전문 바.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.6,16,37.5504806,127.019475,Fiesta2SwingDanceBar.jpg
positive zero lounge,재즈바,Indoor,"성수동 아기자기한 골목골목, 연무장길 한 편에 자리잡은 살롱 문화의 현대적 오마주로 탄생한 재즈 라운지이다. 재즈공연이 열리는 이색적인 공간으로 시각, 청각, 미각이 한 데 섞인 공감각적 경험을 즐길 수 있다.",Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,51,37.5504806,127.019475,positivezerolounge.jpg
바 델마,바 & 그릴,Indoor,서울 강남구 압구정로20길에 위치한 바.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.6,12,37.5504806,127.019475,BarDelma.jpg
믹솔로지 MIXOLOGY,칵테일바,Indoor,옛부터 현대까지라는 컨셉의 감각적 디자인이 돋보이는 가게다. 다양한 칵테일과 직접 만든 초콜릿 등 신기한 메뉴들이 많은 곳이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.9,30,37.5504806,127.019475,MIXOLOGY.jpg
정식바,와인 바,Indoor,매달 바뀌는 한 가지 코스요리만 선보이는 퓨전 한식당 정식당에서 새롭게 선보인 세컨드 바입니다. 뉴 코리안(New Korean) 요리를 보여주려는 임정식 오너셰프의 창작 메뉴들이 곁들여 져서 호기심을 자극하는 곳이지요. 제주 미역 빠에야처럼 익숙한 한국음식 재료를 서양 요리법으로 재탄생시킨 점이 독특합니다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.5,24,37.5504806,127.019475,JungsikBar.jpg
오아시스 LP 뮤직바,술집,Indoor,"서울특별시 송파구 잠실동 위치한 LP Bar이다. 음악 신청이 가능하며 음악과 함께 맥주, 위스키, 와인 등을 판매하고 있다. 합리적인 가격으로 분위기 좋은 곳에서 와인 및 위스키 등을 즐길 수 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.8,17,37.5504806,127.019475,LPMusicbarMatilda.jpg
White Bar (화이트 바),칵테일바,Indoor,"화이트 스피릿 전문 바. 진과 데킬라, 보드카, 럼 등 무색의 술을 취급하는 국내 최초 화이트 스피릿바. 수백 여가지의 특별한 스피릿과 진을 경험할 수 있다. 매장은 은행과 금고 등에서 모티브를 따온 고급스러운 인테리어로 스위스 지하 금고에 들어온 듯한 분위기를 연출한다. 6시에서 8시 까지는 간단한 디너 메뉴도 선보인다. 매장에는 룸이 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,24,37.5504806,127.019475,WhiteBar.jpg
볼트82,칵테일바,Indoor,"바와 스테이크 하우스가 결합된 매장. 한남동 싱글몰트 위스키 바가 본점. 지하 1층은 위스키 바, 1층은 남성 브랜드 상품, 2층은 스테이크 하우스 인 곳. 스테이크는 미국 농무부가 인정한 프라임육만을 사용하며 매장내 에이징 시설을 갖추고 있어 드라이에이징, 웻에이징 스테이크를 제공한다. 주류가 다양하게 갖추어져 있으며 매장은 엔틱하면서도 남성적인 분위기 일요일 19:00~02:00",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,79,37.5504806,127.019475,VAULT+82.jpg
바코난,칵테일바,Indoor,"언제나 Conan은 편안하고 모던한 분위기의 Bar를 만들어 가려고 노력합니다. 80여가지의 칵테일도 제가 직접 만들어 드리고 Whisky,Cocktail,Rum,Gin,Vodka,Tequila,Beer,,,간단한 스낵과 안주까지 즐길수 있습니다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,6,37.5504806,127.019475,Conan.jpg
칵테일바 카페루이 (Cafe Louis HQ),칵테일바,Indoor,"칵테일바 카페루이(Cafe Louis)는 카페형 Cocktail Bar로서, 맛, 서비스, 분위기 그리고 문화가 있는 편안하고 즐거운 바를 추구합니다. 칵테일, 싱글 몰트 위스키(글라스 주문 가능), 와인, 맥주등을 편안하고 저렴하게 즐기실 수 있습니다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.2,19,37.5504806,127.019475,CafeLouisHQ.jpg
레드모델바 잠실신천점,술집,Indoor,서울 강남구 봉은사로1길에 위치한 토킹 바.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.2,5,37.5504806,127.019475,RedModelBarJamsilsaenae.jpg
한남동 와이낫 (WHY NOT),칵테일바,Indoor,"한남동 싱글몰트 위스키 바. WHY NOT. 400여종의 주류가 있는 곳. 위스키, 칵테일 등이 있으며 위클리 위스키가 인기메뉴. 매주 위스키 한잔을 5000원에 제공하며 1인 3잔까지 가능. 1인 5천원 커버차지가 있다. 매장은 긴 바석과 미니바석, 테이블 4-5개 규모. 어둡고 편안한 분위기로 단골손님이 많은 곳. 일요일은 새벽 3시까지이다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,54,37.5504806,127.019475,WHYNOT.jpg
미식바,와인 바,Indoor,"여자들끼리, 분위기있는, 프로포즈, 분위기좋은, 데이트코스, 연중무휴",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5,1,37.5504806,127.019475,Misigba.jpg
원스인어블루문,재즈바,Indoor,서울 강남구 선릉로에 위치한 재즈바.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,18AM-12PM,4.4,238,37.5504806,127.019475,OnceInABlueMoon.jpg
Bar Musk - 바 머스크,술집,Indoor,서울 강남구 언주로152길에 위치한 바.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.6,15,37.5504806,127.019475,BarMusk.jpg
1971바,술집,Indoor,즐거운 분위기에서 한잔 즐길 수 있는 곳입니다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3,1,37.5504806,127.019475,1971bar.jpg
먼데이블루스 와인바,술집,Indoor,"프레쉬파스타 등 훌륭한 수준의 이태리 음식과 이태리 주류를 즐길 수 있는 따뜻한 와인바이다. 와인 외에도 10종의 크래프트맥주, 위스키/진/럼 등이 구비되어 있다. 합리적인 가격으로 우수한 품질의 스테이크 및 파스타 등과 와인을 즐길 수 있다.",18AM-11PM,18AM-11PM,18AM-11PM,18AM-11PM,18AM-11PM,18AM-11PM,18AM-11PM,4.4,28,37.5504806,127.019475,MondayBlusWineBar.jpg
사이드웨이 와인,와인 바,Indoor,서울 강남구 강남대로98길에 위치한 와인 바.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,PM5-12PM,4.3,46,37.5504806,127.019475,SideWayWine.jpg
신시어,바 & 그릴,Indoor,"은밀한 스피키지 바 신시어 입니다. 비밀스러우면서도 아늑하고, 편안한 분위기에서 다양한 주류를 즐기실수 있습니다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.7,7,37.5504806,127.019475,Sinsieo.jpg
세종문화회관,문화센터,Indoor,시설은 대극장·소극장·미술관본관·미술관별관·미술관신관 등 기본시설과 컨벤션센터·컨퍼런스홀·소회의실·분수대광장·데크플라자·삼청각(三淸閣) 등 부대시설로 이루어져 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,"1,620",37.5725254,126.9668882,SejongCenterChamberHall.jpg
대치2동문화센터,문화센터,Indoor,서울 강남구 영동대로65길에 위치한 문화센터,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,3.7,28,37.5022996,127.0556294,Daechi2-dongCommunityServiceCenter.jpg
롯데MBC문화센터 강남점,문화센터,Indoor,서울 강남구 선릉로62길에 위치한 문화센터.,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-6PM,9AM-6PM,4.5,12,37.4976341,127.0460367,LotteMBCCultureCenterGangnam.jpg
역삼2동문화센터,문화센터,Indoor,서울 강남구 도곡로43길에 위치한 문화센터.,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,Closed,5,1,37.4959613,127.0380157,Yeoksam2-dongCommunityServiceCenter.jpg
대치4문화복지회관,문화센터,Indoor,서울특별시 강남구 대치동에 위치한 문화센터. ,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,Closed,3.9,23,37.4997536,127.0491358,Daechi4-CultureWelfareCenter.jpg
동부여성문화센터,문화센터,Indoor,서울 종로구 창신길에 위치한 여성전용 문화센터.,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,5,3,37.5772007,127.0012392,EasternWomen'sCultureCenter.jpg
송파여성문화회관,문화센터,Indoor,서울 송파구 백제고분로42길에 위치한 여성전용 문화센터.,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,Closed,3.8,146,37.5058779,127.1010648,SongpaWomen'sCulturalCenter.jpg
허리우드극장,영화관,Indoor,추억의 명화를 감상할 수 있는 공간입니다. 이 곳은 실버 영화관으로 알려져있고 예전 올드 영화를 상영하는 곳입니다. 젊은 세대들에게도 예전 명화를 볼 수있는 소중한 공간입니다. ,10:30AM-8:40PM,10:30AM-8:40PM,10:30AM-8:40PM,10:30AM-8:40PM,10:30AM-8:40PM,10:30AM-8:40PM,10:30AM-8:40PM,4,37,37.5727009,126.9793248,HollywoodTheater.jpg
CGV 천호,영화관,Indoor,서울특별시 강동구 양재대로에 위치한 CGV영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.2,941,37.5456582,127.1334892,CGVCheonho.jpg
CGV 피카디리1958,영화관,Indoor,서울특별시 종로구 돈화문로5가길에 위치한 CGV영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.9,849,37.5495559,126.9883196,.CGVPiccadilly1958.jpg
CGV 강남,영화관,Indoor,서울특별시 강남구 강남대로에 위치한 CGV영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.7,"1,640",37.5495559,126.9883196,CGVGangnam.jpg
홍콩반점0410 어린이대공원점,중국 음식점,Indoor,"홍콩반점0410은 구의동에 위치한 중화요리 전문점이다. 다양한 메뉴가 있으며 구의역 홍콩반점은 식사메뉴 2인 주문시 탕수육을 7,500원으로 즐길 수 있다.",11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,,,37.5505439,127.0702833,HongKong0410ChineseFood.jpg
페리카나 화양리점,음식점,Indoor,서울 광진구 능동로에 위치한 페리카나.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.544678,127.0671614,PelicanaHwayangri.jpg
단지커피,카페,Indoor,서울 광진구 군자로에 위치한 작은 카페.,11AM-9PM,11AM-9PM,11AM-9PM,11AM-9PM,11AM-9PM,12AM-9PM,Closed,4.6,11,37.5505439,127.0702833,DahnjiCoffee.jpg
옥루몽어린이대공원점,카페,Indoor,서울 광진구 능동로에 위치한 작은카페.,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,4,21,37.5505439,127.0702833,OkkrumongSeoulChildren'sGrandPark.jpg
모서리에커피집,카페,Indoor,"로스터리 커피집, Cofffee brewing, 커피티백, 더치커피, 수제카라멜 & 다크초콜렛, 페이스텀블러, 그리고 쥔장의 소박한 일러스트들",11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,4.6,13,37.5460009,127.0708259,MoeseoriaeCoffeehouse.jpg
Comeno,카페,Indoor,서울 광진구 군자로7길에 위치한 조용한 분위기 좋은 카페.,13AM-11PM,Closed,13AM-11PM,13AM-11PM,13AM-11PM,12AM-12PM,12AM-12PM,4.3,11,37.5455626,127.0668841,Comeno.jpg
까페에이치투,카페,Indoor,광진구 능동에 위치한 까페에이치투는 달콤한 수제 쿠키와 커피  그리고  소박한 이야기가 있다.,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,1.5,2,37.5551566,127.0745234,CafeH2.jpg
Bar Twelve,바 & 그릴,Indoor,용산구 신흥로 54에 위치한 바이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.5,34,37.5511748,127.0097459,BarTwelve.jpg
몰트바 오프 삼성동 (Malt Bar OFF),술집,Indoor,강남구 삼성동에 위치한 몰트바 오프는 몰트 위스키에 대하여 모든것이 있다. 맥주속에 숨어있는 위스키가 이색적이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.7,23,37.5511748,127.0097459,MaltBarOFFSamseong-dong.jpg
뱅가,와인 바,Indoor,강남구 신사동에 위치한 뱅가는 고급 와인과 수준있는 재즈 음악이 연주되는 와인바이다. 분위기가 고풍적이며 고급스러움이 특징이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.4,47,37.5511748,127.0097459,Vin'ga.jpg
스쿠로,와인 바,Indoor,강남구 신사동에 위치한 스쿠로는 독특한 이탈리아풍의 식사 제공이 특징이다. 이탈리아 와인이 지역별로 거의 다 있다는 강점을 가지고 있다.,18AM-12PM,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,18AM-12PM,4.5,42,37.5511748,127.0097459,Sscuro.jpg
최고노래방,노래방,Indoor,광진구 화양동에 위치한 최고노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5464572,127.0640981,Bestkaraoke.jpg
락휴노래연습장,노래방,Indoor,광진구 화양동에 있는 락휴노래연습장이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,2,37.5419839,127.0668893,RockQkaraoke.jpg
SBS노래방,노래방,Indoor,성동구 성수2가3동에 위치한 sbs노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3,2,37.5505426,127.0549302,SBSkaraoke.jpg
로또노래방,노래방,Indoor,광진구 화양동에 있는 로또노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3,1,37.5443194,127.0652925,Lottokaraoke.jpg
알쏭노래방,노래방,Indoor,광진구 화양동에 있는 알쏭노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5,1,37.541621,127.0633786,Alssongkaraoke.jpg
불티나노래방,노래방,Indoor,성동구 성수1가1동에 위치한 불티나노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5434902,127.0468055,Vultinakaraoke.jpg
DC노래방,노래방,Indoor,광진구 화양동에 있는 DC노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5421885,127.0662243,DCkaraoke.jpg
칸노래방,노래방,Indoor,광진구 화양동에 위치한 칸노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5415222,127.0636446,Khankaraoke.jpg
팡팡노래방,노래방,Indoor,광진구 화양동에 위치한 팡팡노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5412618,127.0658338,PangPangkaraoke.jpg
포그니노래방,노래방,Indoor,성동구 성수동1가에 위치한 포그니노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5505426,127.0549302,Pognikaraoke.jpg
사이버노래방,노래방,Indoor,광진구 화양동에 있는 사이버노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5418172,127.0621953,Cyberkaraoke.jpg
웰빙노래방,노래방,Indoor,광진구 화양동에 있는 웰빙노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5416506,127.0642229,Well-beingkaraoke.jpg
대한민국노래방,노래방,Indoor,광진구 자양4동에 위치한 대한민국노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5409007,127.0650006,Koreakaraoke.jpg
쟁반노래방,노래방,Indoor,성동구 성수2가1동에 있는 쟁반노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5395204,127.0606076,TraykaraokeSungsu.jpg
뉴월드노래방,노래방,Indoor,광진구 화양동에 위치한 뉴월드노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5421227,127.0611954,Newworldkaraoke.jpg
쟁반노래방,노래방,Indoor,광진구 자양4동에 위치한 쟁반노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5413467,127.065841,TraykaraokeJayang.jpg
삼바노래방,노래방,Indoor,성동구 성수동1가에 있는 삼바노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5505426,127.0549302,Sambakaraoke.jpg
쌍둥이노래방,노래방,Indoor,광진구 화양동에 위치한 쌍둥이노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.541595,127.0639174,Twinkaraoke.jpg
NEW쟁반노래방,노래방,Indoor,동대문구 장안1동에 있는 NEW쟁반노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.7,3,37.5620182,127.0631845,NEWTraykaraoke.jpg
악어떼노래방,노래방,Indoor,광진구 화양동에 있는 악어떼노래방이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.540911,127.0654632,Alligatorgroupkaraoke.jpg
초밥짓는원숭이,일본 음식점,Indoor,"광진구 화양동에 위치한 초밥짓는원숭이는 초밥 전문점으로 사루스시,스시모리아와세,쉐프특선,연어초밥,장어초밥,새우스페셜,오사카 세트,홋카이도 세트,모듬회,타코와사비등을 제공한다.",11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,3.2,21,37.5431033,127.0695066,Sushi-makingmonkey.jpg
와하카,음식점,Indoor,성동구 성수동에 있는 와하카는 영국 런던에서 인기 절정의 멕시칸 레스토랑으로 멕시칸 정통 음식을 한껏 맛볼 수 있다. 여기 세프는 신사동 타코칠리칠리에서 근무하고 성수동에 독립을 하였다고 합니다.,Closed,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,4.2,73,37.5478922,127.0368305,Wahaka.jpg
카페오롯,카페,Indoor,"성동구 성수동 1가에 위치한 카페오롯은 다양한 종류의 커피 및 음료를 판매하고 있는 카페이다. 공통된 생각을 지닌 서로 다른 분야의 디자이너 3명이 모여 만들어 나가는 공간이다. 음료, 제품, 전시 등의 다양한 콘텐츠를 접목한 공간이다.",10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,4.2,34,37.54845,127.0484837,CafeOrot.jpg
카페우유니,카페,Indoor,성동구 사근동에 위치한 카페우유니는 아기자기한 인테리어로 색다른 분위기를 느낄 수 있다. 소금라떼로 유명한 곳이다.,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,Closed,4.5,26,37.5610174,127.0299956,CafeUyuni.jpg
오르에르(OrEr),카페,Indoor,"성수동 디저트 까페. 오르에르. 자그마치 까페의 2번째 공간. 메뉴로는 커피, 티, 주스와 오르그레이, 포씨캐롯, 캬바레, 레이러 케익, 세이즈 치즈, 오르에르 스페셜 등 6가지 종류의 수제 케익이 있다. 매장은 4층 가정집 건물을 개조한 곳으로 뒤편으로 정원으로 꾸며진 테라스 석이 있으며 내부도 식물을 사용한 인테리어. 홀케익은 2일 전 예약시 주문가능.",11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,4,124,37.543431,127.0337885,OrEr.jpg
